1, 9, Ok
2, 595, Ok
3, 365, Ok
4, 650, Ok
5, 271, Ok
6, 207, Ok
7, 242, Ok
8, 279, Ok
9, 196, Ok
10, 610, Ok
11, 704, Ok
12, 679, Ok
13, 695, Ok
14, 603, Ok
15, 611, Ok
16, 606, Ok
17, 779, Ok
18, 711, Ok
19, 567, Ok
20, 690, Ok
21, 2977, Ok
22, 887, Ok
23, 1626, Ok
24, 1572, Ok
25, 879, Ok
26, 1980, Ok
27, 2403, Ok
28, 2396, Ok
29, 1722, Ok
30, 1025, Ok
31, 2424, Ok
32, 2387, Ok
33, 1845, Ok
34, 2327, Ok
35, 1777, Ok
36, 889, Ok
37, 1957, Ok
38, 1009, Ok
39, 1086, Ok
40, 1538, Ok
41, 1587, Ok
42, 1649, Ok
43, 1900, Ok
44, 1502, Ok
45, 2026, Ok
46, 1415, Ok
47, 1507, Ok
48, 1948, Ok
49, 1345, Ok
50, 3028, Ok
51, 3620, Ok
52, 0, Failed
53, 0, Failed
54, 0, Failed
55, 0, Failed
56, 0, Failed
57, 0, Failed
58, 0, Failed
59, 0, Failed
60, 2765, Ok
61, 0, Failed
62, 0, Failed
63, 0, Failed
64, 0, Failed
65, 0, Failed
66, 0, Failed
67, 0, Failed
68, 3416, Ok
69, 0, Failed
70, 0, Failed
71, 3682, Ok
72, 3741, Ok
73, 0, Failed
74, 4475, Ok
75, 3609, Ok
76, 0, Failed
77, 3287, Ok
78, 2817, Ok
79, 0, Failed
80, 4525, Ok
81, 2903, Ok
82, 0, Failed
83, 5071, Ok
84, 0, Failed
85, 0, Failed
86, 3425, Ok
87, 0, Failed
88, 4821, Ok
89, 0, Failed
90, 0, Failed
91, 0, Failed
92, 0, Failed
93, 4411, Ok
94, 3515, Ok
95, 4815, Ok
96, 0, Failed
97, 0, Failed
98, 5197, Ok
99, 4173, Ok
100, 0, Failed
101, 0, Failed
102, 0, Failed
103, 0, Failed
104, 0, Failed
105, 0, Failed
106, 0, Failed
107, 0, Failed
108, 0, Failed
109, 0, Failed
110, 0, Failed
111, 0, Failed
112, 0, Failed
113, 0, Failed
114, 0, Failed
115, 0, Failed
116, 0, Failed
117, 0, Failed
118, 0, Failed
119, 0, Failed
120, 0, Failed
121, 0, Failed
122, 0, Failed
123, 0, Failed
124, 0, Failed
125, 0, Failed
126, 0, Failed
127, 0, Failed
128, 0, Failed
129, 0, Failed
130, 0, Failed
131, 0, Failed
132, 0, Failed
133, 0, Failed
134, 0, Failed
135, 0, Failed
136, 0, Failed
137, 0, Failed
138, 0, Failed
139, 0, Failed
140, 0, Failed
141, 0, Failed
142, 0, Failed
143, 0, Failed
144, 0, Failed
145, 0, Failed
146, 0, Failed
147, 0, Failed
148, 0, Failed
149, 0, Failed
150, 0, Failed
151, 2432, Ok
152, 2148, Ok
153, 2762, Ok
154, 2439, Ok
155, 2781, Ok
156, 2017, Ok
157, 2146, Ok
158, 2415, Ok
159, 1607, Ok
160, 0, Failed
161, 3871, Ok
162, 0, Failed
163, 3249, Ok
164, 3600, Ok
165, 6532, Ok
166, 5404, Ok
167, 0, Failed
168, 5622, Ok
169, 5954, Ok
170, 4660, Ok
171, 5355, Ok
172, 0, Failed
173, 0, Failed
174, 0, Failed
175, 4983, Ok
176, 0, Failed
177, 0, Failed
178, 0, Failed
179, 5718, Ok
180, 4654, Ok
181, 0, Failed
182, 0, Failed
183, 0, Failed
184, 0, Failed
185, 0, Failed
186, 0, Failed
187, 0, Failed
188, 0, Failed
189, 0, Failed
190, 0, Failed
191, 0, Failed
192, 0, Failed
193, 0, Failed
194, 0, Failed
195, 0, Failed
196, 0, Failed
197, 0, Failed
198, 0, Failed
199, 0, Failed
200, 0, Failed
201, 0, Failed
202, 0, Failed
203, 0, Failed
204, 0, Failed
205, 0, Failed
206, 0, Failed
207, 0, Failed
208, 0, Failed
209, 0, Failed
210, 0, Failed
211, 0, Failed
212, 0, Failed
213, 0, Failed
214, 0, Failed
215, 0, Failed
216, 0, Failed
217, 0, Failed
218, 0, Failed
219, 0, Failed
220, 0, Failed
221, 0, Failed
222, 0, Failed
223, 0, Failed
224, 0, Failed
225, 3314, Ok
226, 0, Failed
227, 2564, Ok
228, 1909, Ok
229, 2549, Ok
230, 2990, Ok
231, 9318, Ok
232, 0, Failed
233, 0, Failed
234, 0, Failed
235, 0, Failed
236, 0, Failed
237, 0, Failed
238, 0, Failed
239, 0, Failed
240, 0, Failed
241, 0, Failed
242, 0, Failed
243, 0, Failed
244, 0, Failed
245, 0, Failed
246, 0, Failed
247, 0, Failed
248, 0, Failed
249, 0, Failed
250, 0, Failed
251, 0, Failed
252, 0, Failed
253, 0, Failed
254, 0, Failed
255, 0, Failed
256, 0, Failed
257, 0, Failed
258, 0, Failed
259, 0, Failed
260, 0, Failed
261, 0, Failed
262, 0, Failed
263, 0, Failed
264, 0, Failed
265, 0, Failed
266, 0, Failed
267, 0, Failed
268, 0, Failed
269, 0, Failed
270, 0, Failed
271, 0, Failed
272, 0, Failed
273, 0, Failed
274, 0, Failed
275, 0, Failed
276, 0, Failed
277, 0, Failed
278, 0, Failed
279, 0, Failed
280, 0, Failed
281, 0, Failed
282, 0, Failed
283, 0, Failed
284, 0, Failed
285, 0, Failed
286, 0, Failed
287, 0, Failed
288, 0, Failed
289, 0, Failed
290, 0, Failed
291, 0, Failed
292, 0, Failed
293, 0, Failed
294, 0, Failed
295, 0, Failed
296, 0, Failed
297, 0, Failed
298, 0, Failed
299, 0, Failed
300, 0, Failed
